"Year","Month","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1976,11,Residence,Age,65-74 years,ALL,All causes (total),3102,,
1976,11,Residence,Age,75-84 years,ALL,All causes (total),3391,,
1976,11,Residence,Age,85 years and over,ALL,All causes (total),2238,,
1976,11,Residence,Gender,Female,ALL,All causes (total),6312,,
1976,11,Residence,Gender,Male,ALL,All causes (total),7356,,
1976,12,Occurrence,Total Population,Total Population,ALL,All causes (total),15327,,
1976,12,Occurrence,Age,Under 1 year,ALL,All causes (total),388,,
1976,12,Occurrence,Age,1-4 years,ALL,All causes (total),69,,
1976,12,Occurrence,Age,5-14 years,ALL,All causes (total),75,,
1976,12,Occurrence,Age,15-24 years,ALL,All causes (total),445,,
1976,12,Occurrence,Age,25-34 years,ALL,All causes (total),430,,
1976,12,Occurrence,Age,35-44 years,ALL,All causes (total),506,,
1976,12,Occurrence,Age,45-54 years,ALL,All causes (total),1150,,
1976,12,Occurrence,Age,55-64 years,ALL,All causes (total),2322,,
1976,12,Occurrence,Age,65-74 years,ALL,All causes (total),3521,,
1976,12,Occurrence,Age,75-84 years,ALL,All causes (total),3922,,
1976,12,Occurrence,Age,85 years and over,ALL,All causes (total),2494,,
1976,12,Occurrence,Gender,Female,ALL,All causes (total),6886,,
1976,12,Occurrence,Gender,Male,ALL,All causes (total),8441,,
1976,12,Residence,Total Population,Total Population,ALL,All causes (total),15260,,
1976,12,Residence,Age,Under 1 year,ALL,All causes (total),385,,
1976,12,Residence,Age,1-4 years,ALL,All causes (total),70,,
1976,12,Residence,Age,5-14 years,ALL,All causes (total),73,,
1976,12,Residence,Age,15-24 years,ALL,All causes (total),452,,
1976,12,Residence,Age,25-34 years,ALL,All causes (total),427,,
1976,12,Residence,Age,35-44 years,ALL,All causes (total),505,,
1976,12,Residence,Age,45-54 years,ALL,All causes (total),1146,,
1976,12,Residence,Age,55-64 years,ALL,All causes (total),2308,,
1976,12,Residence,Age,65-74 years,ALL,All causes (total),3494,,
1976,12,Residence,Age,75-84 years,ALL,All causes (total),3898,,
1976,12,Residence,Age,85 years and over,ALL,All causes (total),2497,,
1976,12,Residence,Gender,Female,ALL,All causes (total),6865,,
1976,12,Residence,Gender,Male,ALL,All causes (total),8395,,
1977,01,Occurrence,Total Population,Total Population,ALL,All causes (total),15211,,
1977,01,Occurrence,Age,Under 1 year,ALL,All causes (total),352,,
1977,01,Occurrence,Age,1-4 years,ALL,All causes (total),56,,
1977,01,Occurrence,Age,5-14 years,ALL,All causes (total),69,,
1977,01,Occurrence,Age,15-24 years,ALL,All causes (total),385,,
1977,01,Occurrence,Age,25-34 years,ALL,All causes (total),422,,
1977,01,Occurrence,Age,35-44 years,ALL,All causes (total),467,,
1977,01,Occurrence,Age,45-54 years,ALL,All causes (total),1179,,
1977,01,Occurrence,Age,55-64 years,ALL,All causes (total),2314,,
1977,01,Occurrence,Age,65-74 years,ALL,All causes (total),3400,,
1977,01,Occurrence,Age,75-84 years,ALL,All causes (total),3933,,
1977,01,Occurrence,Age,85 years and over,ALL,All causes (total),2630,,
1977,01,Occurrence,Gender,Female,ALL,All causes (total),7000,,
1977,01,Occurrence,Gender,Male,ALL,All causes (total),8211,,
1977,01,Residence,Total Population,Total Population,ALL,All causes (total),15078,,
1977,01,Residence,Age,Under 1 year,ALL,All causes (total),355,,
1977,01,Residence,Age,1-4 years,ALL,All causes (total),55,,
1977,01,Residence,Age,5-14 years,ALL,All causes (total),69,,
1977,01,Residence,Age,15-24 years,ALL,All causes (total),386,,
1977,01,Residence,Age,25-34 years,ALL,All causes (total),425,,
1977,01,Residence,Age,35-44 years,ALL,All causes (total),459,,
1977,01,Residence,Age,45-54 years,ALL,All causes (total),1177,,
1977,01,Residence,Age,55-64 years,ALL,All causes (total),2298,,
1977,01,Residence,Age,65-74 years,ALL,All causes (total),3340,,
1977,01,Residence,Age,75-84 years,ALL,All causes (total),3888,,
1977,01,Residence,Age,85 years and over,ALL,All causes (total),2622,,
1977,01,Residence,Gender,Female,ALL,All causes (total),6958,,
1977,01,Residence,Gender,Male,ALL,All causes (total),8120,,
1977,02,Occurrence,Total Population,Total Population,ALL,All causes (total),13030,,
1977,02,Occurrence,Age,Under 1 year,ALL,All causes (total),328,,
1977,02,Occurrence,Age,1-4 years,ALL,All causes (total),67,,
1977,02,Occurrence,Age,5-14 years,ALL,All causes (total),88,,
1977,02,Occurrence,Age,15-24 years,ALL,All causes (total),393,,
1977,02,Occurrence,Age,25-34 years,ALL,All causes (total),360,,
1977,02,Occurrence,Age,35-44 years,ALL,All causes (total),424,,
1977,02,Occurrence,Age,45-54 years,ALL,All causes (total),1033,,
1977,02,Occurrence,Age,55-64 years,ALL,All causes (total),2082,,
1977,02,Occurrence,Age,65-74 years,ALL,All causes (total),2950,,
1977,02,Occurrence,Age,75-84 years,ALL,All causes (total),3241,,
1977,02,Occurrence,Age,85 years and over,ALL,All causes (total),2061,,
1977,02,Occurrence,Gender,Female,ALL,All causes (total),5900,,
1977,02,Occurrence,Gender,Male,ALL,All causes (total),7130,,
1977,02,Residence,Total Population,Total Population,ALL,All causes (total),12915,,
1977,02,Residence,Age,Under 1 year,ALL,All causes (total),326,,
1977,02,Residence,Age,1-4 years,ALL,All causes (total),63,,
1977,02,Residence,Age,5-14 years,ALL,All causes (total),88,,
1977,02,Residence,Age,15-24 years,ALL,All causes (total),399,,
1977,02,Residence,Age,25-34 years,ALL,All causes (total),359,,
1977,02,Residence,Age,35-44 years,ALL,All causes (total),420,,
1977,02,Residence,Age,45-54 years,ALL,All causes (total),1032,,
1977,02,Residence,Age,55-64 years,ALL,All causes (total),2066,,
1977,02,Residence,Age,65-74 years,ALL,All causes (total),2903,,
1977,02,Residence,Age,75-84 years,ALL,All causes (total),3196,,
1977,02,Residence,Age,85 years and over,ALL,All causes (total),2060,,
1977,02,Residence,Gender,Female,ALL,All causes (total),5865,,
1977,02,Residence,Gender,Male,ALL,All causes (total),7050,,
1977,03,Occurrence,Total Population,Total Population,ALL,All causes (total),14956,,
1977,03,Occurrence,Age,Under 1 year,ALL,All causes (total),342,,
1977,03,Occurrence,Age,1-4 years,ALL,All causes (total),71,,
1977,03,Occurrence,Age,5-14 years,ALL,All causes (total),97,,
1977,03,Occurrence,Age,15-24 years,ALL,All causes (total),424,,
1977,03,Occurrence,Age,25-34 years,ALL,All causes (total),394,,
1977,03,Occurrence,Age,35-44 years,ALL,All causes (total),464,,
1977,03,Occurrence,Age,45-54 years,ALL,All causes (total),1185,,
1977,03,Occurrence,Age,55-64 years,ALL,All causes (total),2317,,
1977,03,Occurrence,Age,65-74 years,ALL,All causes (total),3368,,
1977,03,Occurrence,Age,75-84 years,ALL,All causes (total),3707,,
1977,03,Occurrence,Age,85 years and over,ALL,All causes (total),2581,,
1977,03,Occurrence,Gender,Female,ALL,All causes (total),6793,,
1977,03,Occurrence,Gender,Male,ALL,All causes (total),8163,,
1977,03,Residence,Total Population,Total Population,ALL,All causes (total),14868,,
1977,03,Residence,Age,Under 1 year,ALL,All causes (total),340,,
1977,03,Residence,Age,1-4 years,ALL,All causes (total),71,,
1977,03,Residence,Age,5-14 years,ALL,All causes (total),98,,
1977,03,Residence,Age,15-24 years,ALL,All causes (total),421,,
1977,03,Residence,Age,25-34 years,ALL,All causes (total),398,,
1977,03,Residence,Age,35-44 years,ALL,All causes (total),463,,
1977,03,Residence,Age,45-54 years,ALL,All causes (total),1184,,
1977,03,Residence,Age,55-64 years,ALL,All causes (total),2304,,
1977,03,Residence,Age,65-74 years,ALL,All causes (total),3328,,
1977,03,Residence,Age,75-84 years,ALL,All causes (total),3680,,
1977,03,Residence,Age,85 years and over,ALL,All causes (total),2575,,
1977,03,Residence,Gender,Female,ALL,All causes (total),6756,,
1977,03,Residence,Gender,Male,ALL,All causes (total),8112,,
1977,04,Occurrence,Total Population,Total Population,ALL,All causes (total),14550,,
1977,04,Occurrence,Age,Under 1 year,ALL,All causes (total),333,,
1977,04,Occurrence,Age,1-4 years,ALL,All causes (total),73,,
1977,04,Occurrence,Age,5-14 years,ALL,All causes (total),101,,
1977,04,Occurrence,Age,15-24 years,ALL,All causes (total),415,,
1977,04,Occurrence,Age,25-34 years,ALL,All causes (total),459,,
1977,04,Occurrence,Age,35-44 years,ALL,All causes (total),487,,
1977,04,Occurrence,Age,45-54 years,ALL,All causes (total),1111,,
1977,04,Occurrence,Age,55-64 years,ALL,All causes (total),2182,,
1977,04,Occurrence,Age,65-74 years,ALL,All causes (total),3202,,
1977,04,Occurrence,Age,75-84 years,ALL,All causes (total),3659,,
1977,04,Occurrence,Age,85 years and over,ALL,All causes (total),2525,,
1977,04,Occurrence,Gender,Female,ALL,All causes (total),6704,,
1977,04,Occurrence,Gender,Male,ALL,All causes (total),7846,,
1977,04,Residence,Total Population,Total Population,ALL,All causes (total),14467,,
1977,04,Residence,Age,Under 1 year,ALL,All causes (total),335,,
1977,04,Residence,Age,1-4 years,ALL,All causes (total),72,,
1977,04,Residence,Age,5-14 years,ALL,All causes (total),100,,
1977,04,Residence,Age,15-24 years,ALL,All causes (total),416,,
1977,04,Residence,Age,25-34 years,ALL,All causes (total),460,,
1977,04,Residence,Age,35-44 years,ALL,All causes (total),485,,
1977,04,Residence,Age,45-54 years,ALL,All causes (total),1104,,
1977,04,Residence,Age,55-64 years,ALL,All causes (total),2173,,
1977,04,Residence,Age,65-74 years,ALL,All causes (total),3179,,
1977,04,Residence,Age,75-84 years,ALL,All causes (total),3628,,
1977,04,Residence,Age,85 years and over,ALL,All causes (total),2512,,
1977,04,Residence,Gender,Female,ALL,All causes (total),6663,,
1977,04,Residence,Gender,Male,ALL,All causes (total),7804,,
1977,05,Occurrence,Total Population,Total Population,ALL,All causes (total),14735,,
1977,05,Occurrence,Age,Under 1 year,ALL,All causes (total),368,,
1977,05,Occurrence,Age,1-4 years,ALL,All causes (total),61,,
1977,05,Occurrence,Age,5-14 years,ALL,All causes (total),90,,
1977,05,Occurrence,Age,15-24 years,ALL,All causes (total),445,,
1977,05,Occurrence,Age,25-34 years,ALL,All causes (total),436,,
1977,05,Occurrence,Age,35-44 years,ALL,All causes (total),486,,
1977,05,Occurrence,Age,45-54 years,ALL,All causes (total),1132,,
1977,05,Occurrence,Age,55-64 years,ALL,All causes (total),2337,,
1977,05,Occurrence,Age,65-74 years,ALL,All causes (total),3270,,
1977,05,Occurrence,Age,75-84 years,ALL,All causes (total),3697,,
1977,05,Occurrence,Age,85 years and over,ALL,All causes (total),2405,,
1977,05,Occurrence,Gender,Female,ALL,All causes (total),6693,,
1977,05,Occurrence,Gender,Male,ALL,All causes (total),8042,,
1977,05,Residence,Total Population,Total Population,ALL,All causes (total),14755,,
1977,05,Residence,Age,Under 1 year,ALL,All causes (total),368,,
1977,05,Residence,Age,1-4 years,ALL,All causes (total),64,,
1977,05,Residence,Age,5-14 years,ALL,All causes (total),93,,
1977,05,Residence,Age,15-24 years,ALL,All causes (total),447,,
1977,05,Residence,Age,25-34 years,ALL,All causes (total),444,,
1977,05,Residence,Age,35-44 years,ALL,All causes (total),490,,
1977,05,Residence,Age,45-54 years,ALL,All causes (total),1130,,
1977,05,Residence,Age,55-64 years,ALL,All causes (total),2345,,
1977,05,Residence,Age,65-74 years,ALL,All causes (total),3276,,
1977,05,Residence,Age,75-84 years,ALL,All causes (total),3684,,
1977,05,Residence,Age,85 years and over,ALL,All causes (total),2406,,
1977,05,Residence,Gender,Female,ALL,All causes (total),6690,,
1977,05,Residence,Gender,Male,ALL,All causes (total),8065,,
1977,06,Occurrence,Total Population,Total Population,ALL,All causes (total),13799,,
1977,06,Occurrence,Age,Under 1 year,ALL,All causes (total),377,,
1977,06,Occurrence,Age,1-4 years,ALL,All causes (total),65,,
1977,06,Occurrence,Age,5-14 years,ALL,All causes (total),90,,
1977,06,Occurrence,Age,15-24 years,ALL,All causes (total),482,,
1977,06,Occurrence,Age,25-34 years,ALL,All causes (total),437,,
1977,06,Occurrence,Age,35-44 years,ALL,All causes (total),509,,
1977,06,Occurrence,Age,45-54 years,ALL,All causes (total),1078,,
1977,06,Occurrence,Age,55-64 years,ALL,All causes (total),2081,,
1977,06,Occurrence,Age,65-74 years,ALL,All causes (total),3080,,
1977,06,Occurrence,Age,75-84 years,ALL,All causes (total),3370,,
1977,06,Occurrence,Age,85 years and over,ALL,All causes (total),2225,,
1977,06,Occurrence,Gender,Female,ALL,All causes (total),6359,,
1977,06,Occurrence,Gender,Male,ALL,All causes (total),7440,,
1977,06,Residence,Total Population,Total Population,ALL,All causes (total),13811,,
1977,06,Residence,Age,Under 1 year,ALL,All causes (total),379,,
1977,06,Residence,Age,1-4 years,ALL,All causes (total),62,,
1977,06,Residence,Age,5-14 years,ALL,All causes (total),95,,
1977,06,Residence,Age,15-24 years,ALL,All causes (total),486,,
1977,06,Residence,Age,25-34 years,ALL,All causes (total),434,,
1977,06,Residence,Age,35-44 years,ALL,All causes (total),506,,
1977,06,Residence,Age,45-54 years,ALL,All causes (total),1082,,
1977,06,Residence,Age,55-64 years,ALL,All causes (total),2080,,
1977,06,Residence,Age,65-74 years,ALL,All causes (total),3079,,
1977,06,Residence,Age,75-84 years,ALL,All causes (total),3388,,
1977,06,Residence,Age,85 years and over,ALL,All causes (total),2215,,
1977,06,Residence,Gender,Female,ALL,All causes (total),6342,,
1977,06,Residence,Gender,Male,ALL,All causes (total),7469,,
1977,07,Occurrence,Total Population,Total Population,ALL,All causes (total),14011,,
1977,07,Occurrence,Age,Under 1 year,ALL,All causes (total),345,,
1977,07,Occurrence,Age,1-4 years,ALL,All causes (total),69,,
1977,07,Occurrence,Age,5-14 years,ALL,All causes (total),92,,
1977,07,Occurrence,Age,15-24 years,ALL,All causes (total),501,,
1977,07,Occurrence,Age,25-34 years,ALL,All causes (total),487,,
1977,07,Occurrence,Age,35-44 years,ALL,All causes (total),530,,
1977,07,Occurrence,Age,45-54 years,ALL,All causes (total),1141,,
1977,07,Occurrence,Age,55-64 years,ALL,All causes (total),2208,,
1977,07,Occurrence,Age,65-74 years,ALL,All causes (total),3029,,
1977,07,Occurrence,Age,75-84 years,ALL,All causes (total),3370,,
1977,07,Occurrence,Age,85 years and over,ALL,All causes (total),2234,,
1977,07,Occurrence,Gender,Female,ALL,All causes (total),6274,,
1977,07,Occurrence,Gender,Male,ALL,All causes (total),7737,,
1977,07,Residence,Total Population,Total Population,ALL,All causes (total),14068,,
1977,07,Residence,Age,Under 1 year,ALL,All causes (total),341,,
1977,07,Residence,Age,1-4 years,ALL,All causes (total),68,,
1977,07,Residence,Age,5-14 years,ALL,All causes (total),103,,
1977,07,Residence,Age,15-24 years,ALL,All causes (total),513,,
1977,07,Residence,Age,25-34 years,ALL,All causes (total),496,,
1977,07,Residence,Age,35-44 years,ALL,All causes (total),533,,
1977,07,Residence,Age,45-54 years,ALL,All causes (total),1148,,
1977,07,Residence,Age,55-64 years,ALL,All causes (total),2210,,
1977,07,Residence,Age,65-74 years,ALL,All causes (total),3032,,
1977,07,Residence,Age,75-84 years,ALL,All causes (total),3379,,
1977,07,Residence,Age,85 years and over,ALL,All causes (total),2240,,
1977,07,Residence,Gender,Female,ALL,All causes (total),6301,,
1977,07,Residence,Gender,Male,ALL,All causes (total),7767,,
1977,08,Occurrence,Total Population,Total Population,ALL,All causes (total),13571,,
1977,08,Occurrence,Age,Under 1 year,ALL,All causes (total),314,,
1977,08,Occurrence,Age,1-4 years,ALL,All causes (total),87,,
1977,08,Occurrence,Age,5-14 years,ALL,All causes (total),106,,
1977,08,Occurrence,Age,15-24 years,ALL,All causes (total),508,,
1977,08,Occurrence,Age,25-34 years,ALL,All causes (total),485,,
1977,08,Occurrence,Age,35-44 years,ALL,All causes (total),467,,
1977,08,Occurrence,Age,45-54 years,ALL,All causes (total),1053,,
1977,08,Occurrence,Age,55-64 years,ALL,All causes (total),2081,,
1977,08,Occurrence,Age,65-74 years,ALL,All causes (total),2993,,
1977,08,Occurrence,Age,75-84 years,ALL,All causes (total),3307,,
1977,08,Occurrence,Age,85 years and over,ALL,All causes (total),2167,,
1977,08,Occurrence,Gender,Female,ALL,All causes (total),6182,,
1977,08,Occurrence,Gender,Male,ALL,All causes (total),7389,,
1977,08,Residence,Total Population,Total Population,ALL,All causes (total),13590,,
1977,08,Residence,Age,Under 1 year,ALL,All causes (total),313,,
1977,08,Residence,Age,1-4 years,ALL,All causes (total),87,,
1977,08,Residence,Age,5-14 years,ALL,All causes (total),105,,
1977,08,Residence,Age,15-24 years,ALL,All causes (total),527,,
1977,08,Residence,Age,25-34 years,ALL,All causes (total),487,,
1977,08,Residence,Age,35-44 years,ALL,All causes (total),470,,
1977,08,Residence,Age,45-54 years,ALL,All causes (total),1056,,
1977,08,Residence,Age,55-64 years,ALL,All causes (total),2084,,
1977,08,Residence,Age,65-74 years,ALL,All causes (total),2976,,
1977,08,Residence,Age,75-84 years,ALL,All causes (total),3313,,
1977,08,Residence,Age,85 years and over,ALL,All causes (total),2170,,
1977,08,Residence,Gender,Female,ALL,All causes (total),6194,,
1977,08,Residence,Gender,Male,ALL,All causes (total),7396,,
1977,09,Occurrence,Total Population,Total Population,ALL,All causes (total),13232,,
1977,09,Occurrence,Age,Under 1 year,ALL,All causes (total),284,,
1977,09,Occurrence,Age,1-4 years,ALL,All causes (total),62,,
1977,09,Occurrence,Age,5-14 years,ALL,All causes (total),95,,
1977,09,Occurrence,Age,15-24 years,ALL,All causes (total),475,,
1977,09,Occurrence,Age,25-34 years,ALL,All causes (total),409,,
1977,09,Occurrence,Age,35-44 years,ALL,All causes (total),470,,
1977,09,Occurrence,Age,45-54 years,ALL,All causes (total),1081,,
1977,09,Occurrence,Age,55-64 years,ALL,All causes (total),2077,,
1977,09,Occurrence,Age,65-74 years,ALL,All causes (total),2954,,
1977,09,Occurrence,Age,75-84 years,ALL,All causes (total),3245,,
1977,09,Occurrence,Age,85 years and over,ALL,All causes (total),2076,,
1977,09,Occurrence,Gender,Female,ALL,All causes (total),6010,,
1977,09,Occurrence,Gender,Male,ALL,All causes (total),7222,,
1977,09,Residence,Total Population,Total Population,ALL,All causes (total),13302,,
1977,09,Residence,Age,Under 1 year,ALL,All causes (total),287,,
1977,09,Residence,Age,1-4 years,ALL,All causes (total),65,,
1977,09,Residence,Age,5-14 years,ALL,All causes (total),97,,
1977,09,Residence,Age,15-24 years,ALL,All causes (total),476,,
1977,09,Residence,Age,25-34 years,ALL,All causes (total),413,,
1977,09,Residence,Age,35-44 years,ALL,All causes (total),466,,
1977,09,Residence,Age,45-54 years,ALL,All causes (total),1090,,
1977,09,Residence,Age,55-64 years,ALL,All causes (total),2085,,
1977,09,Residence,Age,65-74 years,ALL,All causes (total),2989,,
1977,09,Residence,Age,75-84 years,ALL,All causes (total),3255,,
1977,09,Residence,Age,85 years and over,ALL,All causes (total),2075,,
1977,09,Residence,Gender,Female,ALL,All causes (total),6031,,
1977,09,Residence,Gender,Male,ALL,All causes (total),7271,,
1977,10,Occurrence,Total Population,Total Population,ALL,All causes (total),14213,,
1977,10,Occurrence,Age,Under 1 year,ALL,All causes (total),379,,
1977,10,Occurrence,Age,1-4 years,ALL,All causes (total),72,,
1977,10,Occurrence,Age,5-14 years,ALL,All causes (total),71,,
1977,10,Occurrence,Age,15-24 years,ALL,All causes (total),482,,
1977,10,Occurrence,Age,25-34 years,ALL,All causes (total),448,,
1977,10,Occurrence,Age,35-44 years,ALL,All causes (total),495,,
1977,10,Occurrence,Age,45-54 years,ALL,All causes (total),1092,,
1977,10,Occurrence,Age,55-64 years,ALL,All causes (total),2182,,
1977,10,Occurrence,Age,65-74 years,ALL,All causes (total),3176,,
1977,10,Occurrence,Age,75-84 years,ALL,All causes (total),3517,,
1977,10,Occurrence,Age,85 years and over,ALL,All causes (total),2294,,
1977,10,Occurrence,Gender,Female,ALL,All causes (total),6485,,
1977,10,Occurrence,Gender,Male,ALL,All causes (total),7728,,
1977,10,Residence,Total Population,Total Population,ALL,All causes (total),14273,,
1977,10,Residence,Age,Under 1 year,ALL,All causes (total),382,,
1977,10,Residence,Age,1-4 years,ALL,All causes (total),73,,
1977,10,Residence,Age,5-14 years,ALL,All causes (total),72,,
1977,10,Residence,Age,15-24 years,ALL,All causes (total),483,,
1977,10,Residence,Age,25-34 years,ALL,All causes (total),448,,
1977,10,Residence,Age,35-44 years,ALL,All causes (total),501,,
1977,10,Residence,Age,45-54 years,ALL,All causes (total),1096,,
1977,10,Residence,Age,55-64 years,ALL,All causes (total),2202,,
1977,10,Residence,Age,65-74 years,ALL,All causes (total),3189,,
1977,10,Residence,Age,75-84 years,ALL,All causes (total),3521,,
1977,10,Residence,Age,85 years and over,ALL,All causes (total),2302,,
1977,10,Residence,Gender,Female,ALL,All causes (total),6503,,
1977,10,Residence,Gender,Male,ALL,All causes (total),7770,,
1977,11,Occurrence,Total Population,Total Population,ALL,All causes (total),14119,,
1977,11,Occurrence,Age,Under 1 year,ALL,All causes (total),356,,
1977,11,Occurrence,Age,1-4 years,ALL,All causes (total),63,,
1977,11,Occurrence,Age,5-14 years,ALL,All causes (total),92,,
1977,11,Occurrence,Age,15-24 years,ALL,All causes (total),443,,
1977,11,Occurrence,Age,25-34 years,ALL,All causes (total),406,,
1977,11,Occurrence,Age,35-44 years,ALL,All causes (total),459,,
1977,11,Occurrence,Age,45-54 years,ALL,All causes (total),1087,,
1977,11,Occurrence,Age,55-64 years,ALL,All causes (total),2135,,
1977,11,Occurrence,Age,65-74 years,ALL,All causes (total),3132,,
1977,11,Occurrence,Age,75-84 years,ALL,All causes (total),3507,,
1977,11,Occurrence,Age,85 years and over,ALL,All causes (total),2432,,
1977,11,Occurrence,Gender,Female,ALL,All causes (total),6407,,
1977,11,Occurrence,Gender,Male,ALL,All causes (total),7712,,
1977,11,Residence,Total Population,Total Population,ALL,All causes (total),14078,,
1977,11,Residence,Age,Under 1 year,ALL,All causes (total),350,,
1977,11,Residence,Age,1-4 years,ALL,All causes (total),61,,
1977,11,Residence,Age,5-14 years,ALL,All causes (total),92,,
1977,11,Residence,Age,15-24 years,ALL,All causes (total),440,,
1977,11,Residence,Age,25-34 years,ALL,All causes (total),414,,
1977,11,Residence,Age,35-44 years,ALL,All causes (total),456,,
1977,11,Residence,Age,45-54 years,ALL,All causes (total),1086,,
1977,11,Residence,Age,55-64 years,ALL,All causes (total),2127,,
1977,11,Residence,Age,65-74 years,ALL,All causes (total),3126,,
1977,11,Residence,Age,75-84 years,ALL,All causes (total),3485,,
1977,11,Residence,Age,85 years and over,ALL,All causes (total),2434,,
1977,11,Residence,Gender,Female,ALL,All causes (total),6381,,
1977,11,Residence,Gender,Male,ALL,All causes (total),7697,,
1977,12,Occurrence,Total Population,Total Population,ALL,All causes (total),15327,,
1977,12,Occurrence,Age,Under 1 year,ALL,All causes (total),416,,
1977,12,Occurrence,Age,1-4 years,ALL,All causes (total),65,,
1977,12,Occurrence,Age,5-14 years,ALL,All causes (total),87,,
1977,12,Occurrence,Age,15-24 years,ALL,All causes (total),447,,
1977,12,Occurrence,Age,25-34 years,ALL,All causes (total),438,,
1977,12,Occurrence,Age,35-44 years,ALL,All causes (total),489,,
1977,12,Occurrence,Age,45-54 years,ALL,All causes (total),1148,,
1977,12,Occurrence,Age,55-64 years,ALL,All causes (total),2291,,
1977,12,Occurrence,Age,65-74 years,ALL,All causes (total),3376,,
1977,12,Occurrence,Age,75-84 years,ALL,All causes (total),3829,,
1977,12,Occurrence,Age,85 years and over,ALL,All causes (total),2731,,
1977,12,Occurrence,Gender,Female,ALL,All causes (total),7080,,
1977,12,Occurrence,Gender,Male,ALL,All causes (total),8247,,
1977,12,Residence,Total Population,Total Population,ALL,All causes (total),15236,,
1977,12,Residence,Age,Under 1 year,ALL,All causes (total),416,,
1977,12,Residence,Age,1-4 years,ALL,All causes (total),64,,
1977,12,Residence,Age,5-14 years,ALL,All causes (total),86,,
1977,12,Residence,Age,15-24 years,ALL,All causes (total),453,,
1977,12,Residence,Age,25-34 years,ALL,All causes (total),432,,
1977,12,Residence,Age,35-44 years,ALL,All causes (total),486,,
1977,12,Residence,Age,45-54 years,ALL,All causes (total),1133,,
1977,12,Residence,Age,55-64 years,ALL,All causes (total),2284,,
1977,12,Residence,Age,65-74 years,ALL,All causes (total),3358,,
1977,12,Residence,Age,75-84 years,ALL,All causes (total),3793,,
1977,12,Residence,Age,85 years and over,ALL,All causes (total),2721,,
1977,12,Residence,Gender,Female,ALL,All causes (total),7038,,
1977,12,Residence,Gender,Male,ALL,All causes (total),8198,,
1978,01,Occurrence,Total Population,Total Population,ALL,All causes (total),16310,,
1978,01,Occurrence,Age,Under 1 year,ALL,All causes (total),398,,
1978,01,Occurrence,Age,1-4 years,ALL,All causes (total),56,,
1978,01,Occurrence,Age,5-14 years,ALL,All causes (total),63,,
1978,01,Occurrence,Age,15-24 years,ALL,All causes (total),390,,
1978,01,Occurrence,Age,25-34 years,ALL,All causes (total),408,,
1978,01,Occurrence,Age,35-44 years,ALL,All causes (total),493,,
1978,01,Occurrence,Age,45-54 years,ALL,All causes (total),1253,,
1978,01,Occurrence,Age,55-64 years,ALL,All causes (total),2502,,
1978,01,Occurrence,Age,65-74 years,ALL,All causes (total),3560,,
1978,01,Occurrence,Age,75-84 years,ALL,All causes (total),4231,,
1978,01,Occurrence,Age,85 years and over,ALL,All causes (total),2949,,
1978,01,Occurrence,Gender,Female,ALL,All causes (total),7557,,
1978,01,Occurrence,Gender,Male,ALL,All causes (total),8753,,
1978,01,Residence,Total Population,Total Population,ALL,All causes (total),16148,,
1978,01,Residence,Age,Under 1 year,ALL,All causes (total),398,,
1978,01,Residence,Age,1-4 years,ALL,All causes (total),56,,
1978,01,Residence,Age,5-14 years,ALL,All causes (total),62,,
1978,01,Residence,Age,15-24 years,ALL,All causes (total),399,,
1978,01,Residence,Age,25-34 years,ALL,All causes (total),406,,
1978,01,Residence,Age,35-44 years,ALL,All causes (total),494,,
1978,01,Residence,Age,45-54 years,ALL,All causes (total),1241,,
1978,01,Residence,Age,55-64 years,ALL,All causes (total),2466,,
1978,01,Residence,Age,65-74 years,ALL,All causes (total),3512,,
1978,01,Residence,Age,75-84 years,ALL,All causes (total),4179,,
1978,01,Residence,Age,85 years and over,ALL,All causes (total),2927,,
1978,01,Residence,Gender,Female,ALL,All causes (total),7499,,
1978,01,Residence,Gender,Male,ALL,All causes (total),8649,,
1978,02,Occurrence,Total Population,Total Population,ALL,All causes (total),14635,,
1978,02,Occurrence,Age,Under 1 year,ALL,All causes (total),348,,
1978,02,Occurrence,Age,1-4 years,ALL,All causes (total),64,,
1978,02,Occurrence,Age,5-14 years,ALL,All causes (total),93,,
1978,02,Occurrence,Age,15-24 years,ALL,All causes (total),376,,
1978,02,Occurrence,Age,25-34 years,ALL,All causes (total),436,,
1978,02,Occurrence,Age,35-44 years,ALL,All causes (total),423,,
1978,02,Occurrence,Age,45-54 years,ALL,All causes (total),1098,,
1978,02,Occurrence,Age,55-64 years,ALL,All causes (total),2179,,
1978,02,Occurrence,Age,65-74 years,ALL,All causes (total),3251,,
1978,02,Occurrence,Age,75-84 years,ALL,All causes (total),3716,,
1978,02,Occurrence,Age,85 years and over,ALL,All causes (total),2645,,
1978,02,Occurrence,Gender,Female,ALL,All causes (total),6675,,
1978,02,Occurrence,Gender,Male,ALL,All causes (total),7960,,
1978,02,Residence,Total Population,Total Population,ALL,All causes (total),14518,,
1978,02,Residence,Age,Under 1 year,ALL,All causes (total),349,,
1978,02,Residence,Age,1-4 years,ALL,All causes (total),64,,
1978,02,Residence,Age,5-14 years,ALL,All causes (total),93,,
1978,02,Residence,Age,15-24 years,ALL,All causes (total),374,,
1978,02,Residence,Age,25-34 years,ALL,All causes (total),434,,
